pl_name,hostname,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
K2-299 c,K2-299,2021,0.911724,0.01859,1.401125,,,5759.0,0.847,0.93,369.888,3,1
K2-251 b,K2-251,2018,9.30075,0.0694,2.35389,,437.0,3717.0,0.49,0.52,147.7,1,1
K2-252 b,K2-252,2018,13.81513,0.1041,1.737395,,639.0,5152.0,0.82,0.79,229.9,1,1
K2-253 b,K2-253,2018,4.00167,0.0506,12.66617,,1238.0,6027.0,1.1,1.08,901.8,1,1
K2-254 b,K2-254,2018,4.09639,0.0448,1.6253049999999998,,791.0,4629.0,0.67,0.71,229.4,2,1
K2-254 c,K2-254,2018,12.11839,0.0923,2.185755,,551.0,4629.0,0.67,0.71,229.4,2,1
K2-255 b,K2-255,2018,1.96417,0.0274,2.903131,,1034.0,4676.0,0.69,0.71,192.4,1,1
K2-257 b,K2-257,2018,1.60588,0.0216,0.8294659999999999,,789.0,3725.0,0.5,0.52,64.1,1,1
K2-258 b,K2-258,2018,19.0921,0.149,3.004012,,831.0,6351.0,1.31,1.21,675.2,1,1
K2-259 b,K2-259,2018,15.48043,0.1271,2.3202629999999997,,795.0,6059.0,1.13,1.14,422.1,1,1
K2-25 b,K2-25,2015,3.484552,,3.429954,24.502380000000002,345.7,3180.0,0.29,0.29,45.01,1,1
K2-260 Ab,K2-260 A,2018,2.6266657,0.0404,17.396368,451.276,1957.0,6367.0,1.69,1.39,676.32,1,1
K2-261 b,K2-261,2018,11.63344,0.102,9.52765,70.8694,1080.0,5537.0,1.65,1.1,214.58,1,1
K2-263 b,K2-263,2018,50.818947,0.2573,2.409935,14.80948,,5368.0,0.85,0.88,163.23,1,1
K2-264 b,K2-264,2018,5.840002,0.05023,2.230591,,496.0,3660.0,0.47,0.5,187.0,2,1
K2-264 c,K2-264,2018,19.660302,0.11283,2.6677419999999996,,331.0,3660.0,0.47,0.5,187.0,2,1
K2-265 Ab,K2-265 A,2018,2.369172,0.03376,1.714977,6.540324000000001,,5477.0,0.98,0.92,139.22,1,1
K2-266 Ab,K2-266 A,2018,0.658524,0.01306,3.2954459999999997,11.2819,1515.0,4362.0,0.7337,0.68,77.5586,4,1
K2-266 Ac,K2-266 A,2018,7.814,0.0679,0.706167,0.289198,665.0,4362.0,0.7337,0.68,77.5586,4,1
K2-266 Ad,K2-266 A,2018,14.697,0.1035,2.925549,8.8984,538.0,4362.0,0.7337,0.68,77.5586,4,1
K2-266 Ae,K2-266 A,2018,19.482,0.1249,2.7349959999999998,14.297822000000002,490.0,4362.0,0.7337,0.68,77.5586,4,1
K2-267 Ab,K2-267 A,2018,6.180235,0.07229,11.780658999999998,953.4000000000001,,6513.0,1.74,1.34,376.0,1,1
K2-268 b,K2-268,2018,2.151894,0.0308,1.412334,,1121.0,5068.0,0.78,0.84,331.46,5,1
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,2019,,3.5,,699.1600000000001,,,,0.49,7100.0,1,1
K2-268 c,K2-268,2018,9.326841,0.0819,2.6901599999999997,,688.0,5068.0,0.78,0.84,331.46,5,1
K2-268 d,K2-268,2019,4.528598,,1.4896760999999998,,888.0,5068.0,0.78,0.84,331.46,5,1
K2-268 e,K2-268,2021,6.131243,,1.3305083,,801.0,5068.0,0.78,0.84,331.46,5,1
K2-268 f,K2-268,2019,26.27057,,2.2294701,,492.0,5068.0,0.78,0.84,331.46,5,1
K2-269 b,K2-269,2018,4.144965,0.0531,1.56926,,1429.0,6209.0,1.45,1.16,362.07,1,1
K2-26 b,K2-26,2016,14.5665,0.0962,2.6677419999999996,,430.0,3785.0,0.52,0.56,99.33,1,1
K2-270 b,K2-270,2018,1.543069,0.0247,1.378707,,1203.0,4877.0,0.77,0.85,283.53,2,1
K2-270 c,K2-270,2018,4.400028,0.0497,2.9479670000000002,,848.0,4877.0,0.77,0.85,283.53,2,1
K2-271 b,K2-271,2018,8.562421,0.077,7.274641,,893.0,5644.0,0.99,0.83,571.47,1,1
K2-272 b,K2-272,2018,14.453533,0.1081,2.91434,,655.0,5419.0,0.81,0.81,426.57,1,1
K2-273 b,K2-273,2018,11.716332,0.0974,4.416346,,672.0,5200.0,0.84,0.9,310.6,1,1
K2-274 b,K2-274,2018,14.129714,0.1064,2.196964,,589.0,5065.0,0.74,0.81,232.82,1,1
K2-275 Ab,K2-275 A,2018,3.280961,0.04,2.2418,,905.0,4783.55,0.735,0.772,123.438,2,1
K2-275 Ac,K2-275 A,2018,8.438756,0.075,2.342681,,660.0,4783.55,0.735,0.772,123.438,2,1
K2-276 b,K2-276,2018,18.718269,0.1291,3.7662240000000002,,583.0,5139.0,0.85,0.82,489.88,1,1
K2-277 b,K2-277,2018,6.326763,0.0675,2.073665,,958.0,5741.0,0.97,1.02,113.53,1,1
K2-278 b,K2-278,2018,3.334966,0.0488,2.981594,,1711.0,6747.0,1.61,1.4,804.13,1,1
K2-279 b,K2-279,2018,7.122605,0.067,1.210572,,879.0,5558.0,0.86,0.79,183.8,1,1
K2-27 Bb,K2-27 B,2016,6.771315,0.06702,4.4836,30.896516000000002,902.0,5231.0,0.8925,0.89,249.645,1,1
K2-280 b,K2-280,2018,19.895202,0.1488,7.666956000000001,37.08726,744.0,5742.0,1.28,1.11,396.9,1,1
K2-281 b,K2-281,2018,8.687721,0.0773,8.18257,,665.0,4812.0,0.76,0.82,466.11,1,1
K2-282 b,K2-282,2018,4.169836,0.0499,2.824668,,1057.0,5317.0,0.967,0.92,496.289,3,1
K2-282 c,K2-282,2019,0.70531,0.0152,1.4795880000000001,,,5317.0,0.967,0.92,496.289,3,1
K2-282 d,K2-282,2020,27.263595,0.1725,2.600488,,,5317.0,0.967,0.92,496.289,3,1
K2-283 b,K2-283,2018,1.921036,0.0291,3.5196259999999997,,1186.0,5060.0,0.82,0.89,408.24,1,1
K2-284 b,K2-284,2018,4.795069,0.04771,2.779832,,653.0,4140.0,0.61,0.63,107.6,1,1
K2-285 b,K2-285,2018,3.471745,0.03817,2.589279,9.680188000000001,1089.0,4975.0,0.79,0.83,155.65,4,1
K2-285 c,K2-285,2018,7.138048,0.0824,3.5308349999999997,15.677074000000001,741.0,4975.0,0.79,0.83,155.65,4,1
K2-285 d,K2-285,2018,10.45582,0.1178,2.477189,6.49901,620.0,4975.0,0.79,0.83,155.65,4,1
K2-299 d,K2-299,2021,14.647531,0.11837,2.600488,,,5759.0,0.847,0.93,369.888,3,1
K2-285 e,K2-285,2018,14.76289,0.18041,1.9503659999999998,10.700326,501.0,4975.0,0.79,0.83,155.65,4,1
K2-286 b,K2-286,2018,27.359,0.1768,2.096083,6.80092,347.0,3926.0,0.62,0.64,76.32,1,1
K2-287 b,K2-287,2018,14.893291,0.1206,9.337097,100.107,804.0,5695.0,1.07,1.06,159.05,1,1
K2-288 Bb,K2-288 B,2018,31.393463,0.164,1.703768,,226.36,3341.0,0.32,0.33,65.6138,1,1
LHS 132,,1988,,,12.890349999999998,12495.896,2690.0,,,,,945,1
K2-289 b,K2-289,2019,13.156969,0.107,9.101708,48.591620000000006,753.0,5529.0,1.02,0.95,270.7,1,1
K2-28 b,K2-28,2016,2.260455,0.0214,2.3202629999999997,,568.0,3214.0,0.29,0.26,63.11,1,1
K2-290 Ab,K2-290 A,2019,9.21165,0.0923,3.060057,10.90054,1230.0,6302.0,1.51,1.19,272.909,2,1
K2-290 Ac,K2-290 A,2019,48.36685,0.305,11.276254,245.9772,676.0,6302.0,1.51,1.19,272.909,2,1
LRL 1546 b,,2025,,85.0,,2542.4,,,,,,945,1
K2-291 b,K2-291,2019,2.225177,0.03261,1.5916779999999997,6.489476000000001,,5520.0,0.9,0.93,90.29,1,1
K2-292 b,K2-292,2019,16.9841,0.13,2.634115,24.499202000000004,795.0,5725.0,1.09,1.0,114.29,1,1
K2-293 b,K2-293,2019,13.1225,0.1,2.454771,,750.0,5532.0,0.95,0.96,396.64,1,1
K2-294 b,K2-294,2019,2.50387,0.036,1.6589319999999999,,1425.0,5612.0,1.2,0.99,377.04,1,1
K2-302 c,K2-302,2016,0.623232,0.00862,0.9594904,,,3467.0,0.25,0.221,109.888,3,1
K2-295 b,K2-295,2018,4.024867,0.0451,10.054473,106.46300000000001,852.0,4444.0,0.7,0.74,225.7,1,1
K2-296 b,K2-296,2019,28.1656,,1.871903,,,,,0.41,159.98,1,1
K2-297 b,K2-297,2019,2.13174,,0.694958,,,,,0.78,254.88,1,1
K2-298 b,K2-298,2019,4.1698,0.035,1.042437,,,5053.0,0.63,0.8,441.94,1,1
K2-299 b,K2-299,2019,4.50756,,1.703768,,,5759.0,0.847,0.93,369.888,3,1
K2-29 Ab,K2-29 A,2016,3.2588321,0.04217,13.338709999999999,231.994,1171.0,5387.06,0.817,0.935,178.475,1,1
K2-300 b,K2-300,2019,2.87814,,1.00881,,,3489.0,0.3734,0.361,161.365,1,1
K2-301 b,K2-301,2019,5.29711,,1.6253049999999998,,,4055.0,0.6737,0.63,451.769,2,1
K2-301 c,K2-301,2021,0.354884,0.00841,1.199363,,,4055.0,0.6737,0.63,451.769,2,1
K2-302 b,K2-302,2019,2.25372,0.0203,0.89672,,,3467.0,0.25,0.221,109.888,3,1
K2-302 d,K2-302,2020,2.909219,0.024,1.098482,,,3467.0,0.25,0.221,109.888,3,1
K2-303 b,EPIC 206317286,2019,1.58252,,0.9639739999999999,,,,,0.71,317.2,2,1
K2-303 c,EPIC 206317286,2022,17.515472,,2.09406538,,,,,0.71,317.2,2,1
K2-304 b,K2-304,2019,2.28943,,1.3226619999999998,,,5171.0,0.8,0.83,418.395,2,1
K2-304 c,K2-304,2016,5.213965,0.0553,2.2698225,,866.0,5171.0,0.8,0.83,418.395,2,1
K2-305 b,K2-305,2019,18.0983,,2.174546,,,5915.0,1.218,1.08,611.804,1,1
K2-306 b,K2-306,2019,34.885,,1.6028869999999997,,,5079.0,0.752,0.85,285.61,1,1
K2-307 b,K2-307,2019,15.2841,,1.1209,,,6004.0,0.98,0.99,320.07,2,1
K2-307 c,K2-307,2016,23.228555,0.15886,2.3202629999999997,,648.0,6004.0,0.98,0.99,320.07,2,1
K2-308 b,K2-308,2019,3.38628,,9.908756,7.945,,6100.0,1.24,1.09,,1,1
K2-309 Ab,K2-309 A,2019,24.14041,0.1716,9.8504692,13.5065,670.0,4970.0,1.305,1.1,108.5,4,1
K2-309 Ac,K2-309 A,2019,8.24872,0.0839,0.4797452,16.8434,947.0,4970.0,1.305,1.1,108.5,4,1
K2-309 Ad,K2-309 A,2019,12.40214,0.1101,6.339810399999999,6.0382,855.0,4970.0,1.305,1.1,108.5,4,1
K2-309 Ae,K2-309 A,2019,46.768131,0.2667,9.505232,10.61452,549.0,4970.0,1.305,1.1,108.5,4,1
K2-314 c,EPIC 249893012,2020,15.624,0.13,3.6698266,14.669648,990.0,5430.0,1.71,1.05,324.7,3,1
K2-30 b,K2-30,2016,4.098503,0.04839,11.646150999999998,184.0062,1092.0,5425.0,0.84,0.9,336.26,1,1
K2-310 b,K2-310,2019,13.603,0.098,2.589279,9.238446,536.0,4581.0,0.673,0.69,336.25,2,1
K2-310 c,K2-310,2019,65.55,0.28,2.6901599999999997,9.629340000000001,316.0,4581.0,0.673,0.69,336.25,2,1
K2-311 b,K2-311,2018,3650.0,4.5,12.44199,,,4898.0,2.7,0.9,560.0,1,1
K2-314 b,EPIC 249893012,2020,3.5951,0.047,1.9503659999999998,8.749034,1616.0,5430.0,1.71,1.05,324.7,3,1
K2-314 d,EPIC 249893012,2020,35.747,0.22,3.9399634999999997,10.179134000000001,752.0,5430.0,1.71,1.05,324.7,3,1
K2-315 b,K2-315,2020,3.1443189,0.0234,0.9527650000000001,,460.0,3300.0,0.196,0.174,56.9686,1,1
K2-316 b,K2-316,2020,1.133,0.0147,1.3338709999999998,,841.0,3436.0,0.38,0.41,112.84,2,1
K2-316 c,K2-316,2020,5.26,0.0582,1.827067,,423.0,3436.0,0.38,0.41,112.84,2,1
K2-317 b,K2-317,2020,6.22,0.0542,2.925549,,432.0,3387.0,0.38,0.4,177.08,1,1
K2-318 b,K2-318,2020,7.01,0.0911,1.6589319999999999,,456.0,3851.0,0.55,0.56,148.49,1,1
K2-319 Ab,K2-319 A,2020,26.68,0.1516,2.791041,,641.0,5440.0,0.9,0.95,210.56,1,1
K2-31 Ab,K2-31 A,2016,1.25785,0.022,11.88154,563.7772,,5340.0,1.029,0.922,110.527,1,1
K2-320 b,K2-320,2020,1.995,0.0142,2.622906,,698.0,3157.0,0.3,0.12,109.07,1,1
K2-321 b,K2-321,2020,2.298,0.041,1.9503659999999998,2478.84,701.0,3855.0,0.58,0.6,77.86,1,1
K2-322 b,K2-322,2020,8.205,0.0594,1.9167390000000002,,635.0,4141.0,0.6,0.63,123.86,1,1
K2-323 b,K2-323,2020,24.93,0.1275,2.096083,,318.0,3710.0,0.55,0.48,118.72,1,1
K2-324 b,K2-324,2020,3.262,0.0331,2.432353,,707.0,3752.0,0.51,0.52,137.18,1,1
K2-325 b,K2-325,2020,6.93,0.0419,2.196964,,423.0,3287.0,0.3,0.27,111.98,1,1
K2-326 b,K2-326,2020,1.256,0.0198,2.275427,,1114.0,3924.0,0.69,0.51,284.58,1,1
K2-327 b,K2-327,2020,6.7987,0.0349,1.04703269,,,3648.0,0.282,0.287,134.0,1,1
K2-328 b,K2-328,2020,2.0478,0.0296,0.90804109,,,4520.0,0.655,0.727,577.6,1,1
K2-329 Ab,K2-329 A,2020,12.4551225,0.1016,8.675766,82.628,650.0,5282.0,0.822,0.901,230.4,1,1
K2-32 Ab,K2-32 A,2016,8.991828,0.08035,4.965587,14.9366,837.0,5315.0,0.84,0.86,158.39,4,1
K2-331 b,K2-331,2021,9.398977,0.09,1.7900773,,909.0,5994.0,1.06,1.1,211.43,2,1
K2-32 Ac,K2-32 A,2016,20.66186,0.1399,2.7349959999999998,8.1039,634.0,5315.0,0.84,0.86,158.39,4,1
K2-32 Ad,K2-32 A,2016,31.7142,0.1862,3.2730279999999996,6.70558,550.0,5315.0,0.84,0.86,158.39,4,1
K2-32 Ae,K2-32 A,2019,4.34882,0.04951,1.00881,2.09748,1066.0,5315.0,0.84,0.86,158.39,4,1
K2-330 b,K2-330,2016,13.774798,0.1205,2.7697439,,969.0,6232.0,1.5,1.23,160.125,1,1
K2-331 c,K2-331,2018,22.996591,0.163447,2.7204243,,673.0,5994.0,1.06,1.1,211.43,2,1
K2-332 b,K2-332,2016,17.70632,0.08597,2.196964,,266.0,3315.0,0.28,0.27,123.202,1,1
K2-333 b,K2-333,2018,14.759287,0.1201,6.1795217,,827.0,6177.0,1.22,1.06,,1,1
K2-334 b,K2-334,2018,5.113981,0.06439,5.6504569,,1380.0,6224.0,1.49,1.36,371.823,1,1
K2-335 b,K2-335,2016,12.283211,0.11168,2.2104147999999997,,949.0,6222.0,1.33,1.23,557.993,1,1
K2-336 b,K2-336,2021,21.194733,0.1426,1.2195391999999998,,569.0,5424.0,0.8,0.86,239.289,1,1
K2-337 b,K2-337,2016,16.273563,0.1231,2.6195432999999997,,850.0,5869.0,1.32,0.94,421.636,1,1
K2-338 b,K2-338,2016,3.850614,0.04188,1.0301071,,783.0,4558.0,0.63,0.66,156.951,1,1
K2-339 b,K2-339,2019,19.507428,0.12833,1.9201017,,508.0,4857.0,0.72,0.74,360.36,1,1
K2-33 b,K2-33,2016,5.424865,0.0409,5.04405,1175.8600000000001,,3540.0,1.05,0.56,139.8,1,1
K2-340 b,K2-340,2016,29.740451,0.18345,3.3604582,,606.0,5532.0,1.13,0.93,738.136,1,1
K2-341 b,K2-341,2018,36.552551,0.2142,3.2102576,,598.0,5817.0,1.16,0.98,421.408,1,1
K2-342 b,K2-342,2018,11.561052,0.10044,2.0299499,,861.0,5920.0,1.09,1.01,208.357,1,1
K2-343 Ab,K2-343 A,2019,2.787174,0.03057,1.6499648,,653.0,3804.0,0.46,0.49,166.169,2,1
K2-343 Ac,K2-343 A,2018,7.676972,0.06,2.0198617999999997,,465.0,3804.0,0.46,0.49,166.169,2,1
K2-344 b,K2-344,2018,3.35585,,1.5905570999999998,,722.0,4374.0,0.49,0.51,75.1691,1,1
K2-345 b,K2-345,2016,10.367437,0.07673,2.0803903999999998,,437.0,3779.0,0.52,0.56,162.408,1,1
K2-346 b,K2-346,2016,26.201446,0.154,2.2597344,,450.0,4801.0,0.7,0.71,105.58,1,1
K2-347 b,K2-347,2016,7.187257,0.063488,2.409935,,640.0,4599.0,0.63,0.66,320.336,1,1
K2-348 b,K2-348,2018,4.688418,0.05154,3.2595772,,908.0,5077.0,0.85,0.83,201.856,2,1
K2-348 c,K2-348,2018,12.550171,0.09937,2.6699838,,655.0,5077.0,0.85,0.83,201.856,2,1
K2-349 b,K2-349,2016,9.032178,0.06915,1.3798279,,518.0,4385.0,0.49,0.54,453.567,1,1
K2-34 b,K2-34,2016,2.995633,0.0426,13.955205000000001,565.6840000000001,1559.0,6071.0,1.44,1.15,352.34,1,1
K2-350 Ab,K2-350 A,2021,4.163873,0.0503,1.5401166,,1158.0,5789.0,1.04,0.98,489.368,2,1
K2-350 Ac,K2-350 A,2016,19.991944,0.1432,2.7394796,,687.0,5789.0,1.04,0.98,489.368,2,1
K2-351 b,K2-351,2021,7.806164,0.07755,2.5399594,,934.0,5769.0,1.05,1.02,694.734,1,1
K2-352 b,K2-352,2018,8.23,,1.9055300000000002,,,,,,,3,1
K2-352 c,K2-352,2018,14.87,,2.196964,,,,,,,3,1
K2-352 d,K2-352,2022,3.665912,,1.9201017,,727.0,,,,,3,1
K2-353 Ab,K2-353 A,2021,15.466805,0.116,5.5495759,,735.0,5698.0,0.99,0.87,268.515,1,1
K2-354 b,K2-354,2016,3.793306,,1.5602927999999998,,543.0,3669.0,0.41,0.43,90.937,1,1
K2-355 b,K2-355,2022,5.7385647,0.0632,2.2496462999999998,,1066.0,5790.0,0.92,0.96,500.497,1,1
K2-356 b,K2-356,2022,21.0267366,0.1599,2.2899987,,624.0,5568.0,0.86,0.9,355.54,1,1
K2-357 b,K2-357,2022,16.3488637,0.145,3.7202670999999996,,735.0,5794.0,1.0,0.98,517.687,1,1
K2-358 b,K2-358,2022,11.2510285,0.0863,2.6800719,,888.0,5650.0,0.91,0.93,480.307,1,1
K2-359 b,K2-359,2021,0.72091,0.01536,1.502006,,,5382.73,1.087,0.93,706.391,1,1
K2-35 b,K2-35,2016,2.399964,0.031,1.3226619999999998,,,4402.71,0.62,0.7,254.43,2,1
K2-35 c,K2-35,2016,5.608352,0.055,1.9279479999999998,,,4402.71,0.62,0.7,254.43,2,1
K2-360 b,K2-360,2018,0.87724,0.0177,1.56500058,7.668514,2038.0,5711.17,0.99,1.018,232.1,2,1
K2-360 c,K2-360,2024,9.79692,0.0883,,,912.0,5711.17,0.99,1.018,232.1,2,1
K2-361 b,K2-361,2021,0.578657,0.013596,1.199363,,,5627.0,0.912,1.0,561.929,2,1
K2-361 c,K2-361,2021,11.811437,0.1015,2.2978449999999997,,,5627.0,0.912,1.0,561.929,2,1
K2-362 b,K2-362,2021,0.762406,0.01606,0.9897547,,,5620.0,0.89,0.95,624.512,1,1
K2-363 b,K2-363,2018,0.728113,0.0118,1.098482,,932.0,3506.0,0.4239,0.418,150.124,1,1
K2-365 b,K2-365,2022,23.448172,0.1503,2.90604534,8.650516000000001,710.0,5568.0,1.057,0.982,187.222,1,1
K2-366 b,K2-366,2022,15.937039,0.1207,2.3590461400000002,6.34011,770.0,5601.0,0.94,0.825,185.947,1,1
K2-367 b,K2-367,2022,20.645099,,2.4130735199999997,6.470408,450.0,4348.0,0.625,0.756,176.965,1,1
K2-368 b,K2-368,2022,5.02629,0.052109,1.48698594,,,4663.0,0.663,0.746,206.608,3,1
K2-368 c,K2-368,2022,20.2009,0.131675,2.13206389,,,4663.0,0.663,0.746,206.608,3,1
K2-368 d,K2-368,2022,9.65869,0.080477,1.55300695,,,4663.0,0.663,0.746,206.608,3,1
K2-369 b,K2-369,2022,5.761612,0.0586,1.3130222599999999,2.19282,1080.0,5682.0,0.881,0.735,185.55,1,1
K2-36 Bb,K2-36 B,2016,1.422614,0.0223,1.434752,3.899406,1224.0,4772.39,0.754,0.769,109.749,2,1
K2-36 Bc,K2-36 B,2016,5.3410507,0.054,3.1194647,7.798812,788.0,4772.39,0.754,0.769,109.749,2,1
K2-370 b,K2-370,2022,2.1408091,0.0321,2.5197832,11.09122,1420.0,5377.0,0.971,0.984,144.2,1,1
K2-371 b,K2-371,2022,3.114905,0.0297,13.002439999999998,1496.838,1000.0,4925.0,0.736,0.958,442.813,1,1
K2-372 b,K2-372,2022,9.844077,0.0857,2.9450526599999995,9.18442,870.0,5479.0,0.922,0.847,463.88,1,1
K2-373 b,K2-373,2022,11.02066,0.1087,2.06099883,5.14836,1130.0,5980.0,1.53,1.099,229.567,1,1
K2-374 b,K2-374,2022,4.521953,0.0494,1.5930230799999998,3.6197420000000005,1210.0,5786.0,0.929,1.04,359.439,2,1
K2-374 c,K2-374,2022,16.43445,0.117,2.21299287,5.710866,790.0,5786.0,0.929,1.04,359.439,2,1
K2-375 b,K2-375,2022,14.453895,0.1206,2.24303299,5.8284519999999995,1000.0,5826.0,1.548,1.05,696.1,1,1
K2-376 Ab,K2-376 A,2022,5.776475,0.0608,1.73604992,4.09962,1240.0,6044.0,1.133,1.124,161.61,1,1
K2-377 b,K2-377,2022,12.832235,0.0975,1.69300736,3.9311860000000003,530.0,4314.0,0.698,0.674,195.149,1,1
K2-378 b,K2-378,2022,2.060438,0.0442,2.8795921,9.019164,1130.0,4823.0,0.732,0.923,687.973,1,1
K2-379 b,K2-379,2022,8.777247,0.1256,2.18104722,5.590102000000001,680.0,4603.0,0.751,0.856,182.207,1,1
K2-37 b,K2-37,2016,4.44117,0.0511,1.6140959999999998,,974.0,5413.0,0.85,0.9,180.86,3,1
K2-37 c,K2-37,2016,6.42904,0.0654,2.746205,,861.0,5413.0,0.85,0.9,180.86,3,1
K2-37 d,K2-37,2016,14.09189,0.1103,2.7349959999999998,,663.0,5413.0,0.85,0.9,180.86,3,1
K2-380 Ab,K2-380 A,2022,9.401312,0.0953,2.7290552299999997,7.957712,1110.0,5911.0,1.32,0.993,249.303,1,1
K2-381 b,K2-381,2022,16.0343,0.11306,2.2205029,,,4473.0,0.675,0.754,145.701,3,1
K2-381 c,K2-381,2022,7.9388,0.07,0.9960317399999999,,,4473.0,0.675,0.754,145.701,3,1
K2-381 d,K2-381,2003,26.8054,0.159237,1.6850489699999998,,,4473.0,0.675,0.754,145.701,3,1
K2-382 b,K2-382,2022,,0.1577,2.07198365,5.14836,610.0,5452.0,0.811,0.922,278.412,1,1
K2-383 b,K2-383,2022,1.865962,0.0307,1.56399177,3.260628,1270.0,5129.0,0.804,1.061,203.788,1,1
K2-384 b,K2-384,2022,2.231527,,1.0759519100000001,,,3623.0,0.348,0.33,82.6603,5,1
K2-384 c,K2-384,2022,4.194766,,1.19095625,,,3623.0,0.348,0.33,82.6603,5,1
K2-384 d,K2-384,2022,6.679582,,1.3920457099999999,,,3623.0,0.348,0.33,82.6603,5,1
K2-384  e,K2-384,2022,9.715043,,1.34496791,,,3623.0,0.348,0.33,82.6603,5,1
K2-384 f,K2-384,2022,13.62749,,2.2220721599999997,,,3623.0,0.348,0.33,82.6603,5,1
K2-385 b,K2-385,2022,2.380867,0.03596,1.5389957,3.20978,1100.0,4844.0,0.761,0.927,420.819,1,1
K2-386 Ab,K2-386 A,2022,7.473223,0.07255,2.3202629999999997,6.209811999999999,1010.0,5749.0,0.97,0.911,428.785,1,1
K2-387 b,K2-387,2022,28.735327,0.1523,7.322055069999999,45.454934,310.0,3572.0,0.585,0.57,266.318,1,1
K2-388 b,K2-388,2022,6.339069,0.0633,3.6597385,13.09336,970.0,5367.0,0.897,0.842,290.495,1,1
K2-389 b,K2-389,2022,8.584043,0.0762,2.18396156,5.6504840000000005,1050.0,5782.0,1.084,0.802,259.208,2,1
K2-389 c,K2-389,2022,20.851337,0.1378,2.040038,5.25959,780.0,5782.0,1.084,0.802,259.208,2,1
K2-38 b,K2-38,2016,4.01593,0.04994,1.9055300000000002,19.068,1266.0,5705.0,1.141,1.054,192.69,2,1
K2-38 c,K2-38,2016,10.56103,0.0964,2.421144,9.89947,858.0,5705.0,1.141,1.054,192.69,2,1
K2-390 b,K2-390,2022,3.312792,0.0402,4.66574625,20.224792,1310.0,5558.0,0.789,0.966,456.122,1,1
K2-391 b,K2-391,2022,4.622654,0.0495,1.37097279,2.4883740000000003,900.0,5543.0,0.566,0.757,507.94,1,1
K2-392 b,K2-392,2022,15.398723,0.1143,1.849485,4.4492,840.0,5726.0,1.058,0.841,406.985,1,1
K2-393 b,K2-393,2022,10.413181,0.0895,2.3519844699999997,6.34011,950.0,5678.0,1.071,0.881,265.914,1,1
K2-394 b,K2-394,2022,5.095717,0.05048,1.6919985499999999,3.9311860000000003,890.0,4197.0,0.704,0.66,98.0152,1,1
K2-395 b,K2-395,2022,4.803352,0.0548,2.59701321,7.639912,910.0,5007.0,0.783,0.952,286.727,2,1
K2-395 c,K2-395,2022,8.491282,0.0801,3.3949819199999998,11.809448,750.0,5007.0,0.783,0.952,286.727,2,1
K2-396 b,K2-396,2022,0.673862,0.0148,1.57901183,3.40046,1990.0,5236.0,0.92,0.954,274.864,2,1
K2-396 c,K2-396,2022,25.76051,0.1681,3.12406039,10.0107,590.0,5236.0,0.92,0.954,274.864,2,1
K2-397 b,K2-397,2022,3.572326,0.0447,2.4169966699999996,6.740538,1210.0,5387.0,0.966,0.937,199.354,1,1
K2-398 b,K2-398,2022,6.393025,0.0664,2.27396983,6.0795140000000005,1240.0,5946.0,1.239,0.945,606.992,2,1
K2-398 c,K2-398,2022,18.787839,0.1362,5.098077379999999,23.409148000000002,870.0,5946.0,1.239,0.945,606.992,2,1
K2-39 b,K2-39,2016,4.60543,0.062,6.27704,28.602,,4881.0,2.97,0.66,310.14,1,1
K2-3 b,K2-3,2015,10.054626,0.0775,2.174546,6.479941999999999,463.0,3896.0,0.56,0.6,45.0,3,1
K2-3 c,K2-3,2015,24.646582,0.1405,1.849485,2.138794,344.0,3896.0,0.56,0.6,45.0,3,1
K2-3 d,K2-3,2015,44.55646,0.2086,1.513215,2.799818,282.0,3896.0,0.56,0.6,45.0,3,1
K2-400 b,K2-400,2022,3.865053,0.0347,1.16304584,1.6493820000000001,570.0,3578.0,0.382,0.374,62.3804,1,1
K2-401 b,K2-401,2022,6.293099,0.05857,2.2619762,5.8284519999999995,660.0,4328.0,0.68,0.676,200.727,1,1
LRL 21460,,2020,,,,9534.0,,,,,,945,1
K2-402 b,K2-402,2022,17.27474,0.1283,2.67805428,7.7861,870.0,5716.0,1.28,0.944,523.055,1,1
K2-403 b,K2-403,2022,33.589979,0.1879,5.33301802,24.909164000000004,,5511.0,0.886,0.784,246.599,1,1
K2-404 b,K2-404,2022,13.115365,,2.5298713,7.328468000000001,450.0,3748.0,0.552,0.552,121.63,1,1
K2-405 b,K2-405,2022,3.435471,0.045,4.56901258,18.629436000000002,980.0,4927.0,0.765,1.034,197.234,1,1
K2-406 Ab,K2-406 A,2022,22.549406,0.15678,4.60207913,20.03729,720.0,5666.0,0.9688,1.01,85.3751,1,1
K2-407 b,K2-407,2022,4.941907,0.05445,1.28298214,2.110192,1110.0,5563.0,0.927,0.881,218.376,2,1
K2-407 c,K2-407,2022,9.22453,0.08267,1.3596517,2.4883740000000003,900.0,5563.0,0.927,0.881,218.376,2,1
K2-408 b,K2-408,2022,20.978959,0.139,1.6769784899999998,3.889872,610.0,5335.0,0.784,0.813,162.306,1,1
