pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_dens,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TOI-1231 b,TOI-1231,1,1,0,0,Transit,2021,24.245586,0.1288,3.65,0.32563175,15.4,0.04845382,0.087,1.93,329.6,1.74,89.73,3553.0,0.476,0.485,0.041,4.767,,6.31,27.6227,12.36,8.069,11.36
LHS 475 b,LHS 475,1,1,0,0,Transit,2023,2.029088,0.02037,0.991,0.08841125,0.941,0.00296,0.0,20.8,586.0,5.31,87.194,3300.0,0.2789,0.262,,5.0,,18.4,12.4814,13.0,7.686,11.4174
Kepler-1133 b,Kepler-1133,1,1,0,0,Transit,2016,11.55562343,0.0983,1.97,0.17575163,4.54,0.0143,0.0,55.758,703.0,3.26,88.21,5569.0,0.9,0.93,-0.02,4.5,4.07,20.39189,753.135,14.785,13.168,14.8099
HATS-34 b,HATS-34,1,1,0,0,Transit,2016,2.1061607,0.03166,16.02887,1.43,299.07803,0.941,0.108,691.8428,1445.0,0.4,82.28,5380.0,0.98,0.955,0.25,4.435,7.7,1.44,508.842,13.857,12.095,13.679
CoRoT-10 b,CoRoT-10,1,1,0,0,Transit,2010,13.2406,0.1055,10.87,0.97,874.0,2.75,0.53,16.1089,600.0,3.7,88.55,5075.0,0.79,0.89,0.26,4.65,3.0,3.32,338.386,15.293,11.782,14.6645
Kepler-824 b,Kepler-824,1,1,0,0,Transit,2016,4.51436633,0.055,1.87,0.16683023,4.16,0.0131,0.0,454.604,1231.0,3.5,89.42,6035.0,1.22,1.15,0.14,4.32,3.31,1.43366,1201.4,15.051,13.447,14.8825
Kepler-1236 b,Kepler-1236,1,1,0,0,Transit,2016,31.0571618,0.1803,2.14,0.19091801,5.22,0.0164,0.0,13.571,480.0,2.93,89.72,5337.0,0.82,0.86,-0.09,4.55,4.07,6.0153,999.64,16.145,14.018,15.9248
GJ 328 b,GJ 328,1,2,0,0,Radial Velocity,2013,3771.0,4.11,13.3,1.18,797.74930157,2.51,0.227,0.0049,73.57,1.86,,3897.0,0.63,0.65,-0.06,4.64,,3.210626,20.5266,9.99,6.352,9.2861
HR 5183 b,HR 5183,2,1,0,0,Radial Velocity,2019,27000.0,18.0,13.1,1.17,1052.01202717,3.31,0.84,0.0077,171.0,2.57,80.3,5794.0,1.53,1.07,0.1,4.02,7.7,0.43147,31.4607,6.33432,4.851,6.17464
Kepler-104 b,Kepler-104,2,3,0,0,Transit,2014,11.427548,0.094,3.1,0.277,19.6,0.062,0.0,119.907,852.0,4.064848,87.76,5711.0,1.349,0.818,-0.42,4.105,13.18,0.73,400.785,12.697,11.209,12.5697
HAT-P-51 b,HAT-P-51,1,1,0,0,Transit,2015,4.21802091,0.05042,13.50682174,1.205,97.57332095,0.307,0.07,310.0,1168.2,0.218,89.28,5453.0,0.995,0.961,0.302,4.4256,8.1,1.38,440.089,13.51,11.614,13.2846
HD 134060 b,HD 134060,1,2,0,0,Radial Velocity,2019,3.2696,0.0444,3.16,0.282,10.1,0.0318,0.45,730.4602,1473.18,1.76,,5966.0,1.164285,1.095,0.14,4.43,5.6,1.015934,24.0125,6.29,4.836,6.13951
Kepler-141 c,Kepler-141,1,2,0,0,Transit,2014,7.010606,0.067,1.41,0.126,2.57,0.00809,0.0,77.412,738.0,5.04,87.03,4910.0,0.787,0.878,0.2643,4.566,12.39,1.8,301.183,13.624,11.393,13.4205
WASP-174 b,WASP-174,1,1,0,0,Transit,2018,4.2337005,0.05503,16.10730527,1.437,104.88337431,0.33,0.0,901.9,1528.0,0.135,83.78,6399.0,1.347,1.24,0.06,4.273,2.2,0.716,410.149,11.803,10.579,11.6826
TOI-4773 b,TOI-4773,1,1,0,0,Transit,2025,1.7452851,0.03216,15.22179579,1.358,1687.66884117,5.31,0.024,3879.8071,2255.0,2.63,78.64,6740.0,1.55,1.452,0.11,4.22,1.07,0.55,492.888,12.075,10.715,11.7194
Kepler-48 c,Kepler-48,1,5,0,0,Transit,2012,9.67395,0.08633,2.71,0.24177001,14.61,0.04596797,0.0,67.593,736.0,4.01,89.51,5194.0,0.89,0.88,0.17,4.487,3.14,1.98,306.738,13.174,11.221,13.0772
Kepler-1950 b,Kepler-1950,1,1,0,0,Transit,2021,10.77690029,0.0871,1.52696349,0.13622679,2.95,0.00927,0.0,75.83,752.0,4.55,89.87,5455.0,0.852,0.759,-0.34,4.457,,5.23259,697.253,14.845,12.679,14.5569
HIP 35965 b,HIP 35965,1,1,0,0,Radial Velocity,2022,26125.56497,15.898,12.6,1.12,2589.98368864,8.149,0.138,0.0009,48.85,7.11,43.698,4836.0,0.697551,0.78,,4.64301,,3.239894,50.1677,10.18,7.71,9.88264
Kepler-1978 b,Kepler-1978,1,1,0,0,Transit,2023,10.84969477,0.0914,2.67,0.23820186,7.61,0.0239,0.0,49.3,676.0,2.2,88.49,5251.0,0.778,0.869,-0.04,4.592,0.6,1.4533,865.512,15.49,13.44,15.3665
Kepler-948 b,Kepler-948,1,1,0,0,Transit,2016,7.76846622,0.0749,1.85,0.16504595,4.08,0.0128,0.0,126.203,841.0,3.54,88.68,5679.0,0.94,0.96,-0.02,4.47,4.17,1.12282,868.017,14.811,13.186,14.7858
Kepler-144 c,Kepler-144,1,2,0,0,Transit,2014,10.104665,0.094,1.35,0.12,2.39,0.00752,0.0,207.247,1046.0,5.34,88.79,6075.0,1.235,1.154,-0.1848,4.289,0.94,0.66,384.917,12.195,10.792,11.9438
HD 48948 d,HD 48948,1,3,0,0,Radial Velocity,2024,151.92,0.4894,3.24,0.289,10.59,0.03331987,0.055,2.46,349.0,1.71,,4593.0,0.679,0.686,-0.21,4.61,11.48,3.073421,16.9043,8.58,5.612,8.11311
TOI-2145 b,TOI-2145,1,1,0,0,Transit,2023,10.261128,0.1117,12.24020692,1.092,1805.26535176,5.68,0.214,515.939,1484.0,5.34,88.6,6206.0,2.75,1.71,0.28,3.79,1.6,0.114196,224.731,9.07,7.761,8.93651
Kepler-1397 b,Kepler-1397,1,1,0,0,Transit,2016,47.449955,0.25861,1.72,0.15344812,3.61,0.0113,0.0,58.103,551.0,3.9,89.97,6026.0,1.12,1.09,0.0,4.37,3.55,0.22,1198.25,14.324,12.468,14.0909
Kepler-1984 b,Kepler-1984,1,1,0,0,Transit,2023,1.992812339,0.0238,6.81,0.60754855,37.3,0.117,0.0,48.82,675.0,0.649,55.11,3638.0,0.42,0.45,-0.14,4.844,13.8,0.03649,,16.192,12.58,15.8683
HD 213885 b,HD 213885,1,2,0,0,Transit,2019,1.008035,0.02012,1.745,0.15567847,8.83,0.02778215,0.0,1882.94,2128.0,9.15,80.09,5978.0,1.1011,1.068,-0.04,4.3827,3.8,1.127,48.0883,7.95,6.419,7.80173
HD 213472 b,HD 213472,1,1,0,0,Radial Velocity,2021,17000.0,13.0,13.1,1.17,1112.3994245,3.5,0.53,0.0114,91.76,2.72,,5729.54,1.433902,1.048132,0.1249,4.144921,,0.555656,64.4527,8.17,6.609,8.01189
Kepler-381 c,Kepler-381,1,3,0,0,Transit,2014,13.391635,0.117,1.12,0.1,1.46,0.00459,0.0,225.331,1180.0,5.71,88.8,6152.0,1.568,1.144,-0.2016,4.12,2.57,0.37,267.323,10.47,9.504,10.5459
Kepler-718 b,Kepler-718,1,1,0,0,Transit,2016,2.052349905,0.0322,16.56,1.47738424,,,0.0,1324.2,1497.0,,86.76,6191.0,1.3,1.18,0.06,4.28,2.57,2.08526,1302.33,15.399,13.604,15.2456
Kepler-572 b,Kepler-572,1,1,0,0,Transit,2016,17.20523483,0.1192,2.58,0.23017218,7.18,0.0226,0.0,26.889,553.0,2.3,89.98,5212.0,0.79,0.83,-0.1,4.57,4.68,3.33442,504.667,14.679,12.558,14.4853
Kepler-306 d,Kepler-306,1,4,0,0,Transit,2014,17.326644,0.12,2.47,0.22,6.66,0.021,0.0,21.983,535.0,2.43,88.0,4954.0,0.719,0.75,-0.13,4.611,2.63,1.83,775.679,15.575,13.503,15.5524
HD 10180 f,HD 10180,1,6,0,0,Radial Velocity,2010,122.744,0.4929,5.24,0.468,23.9,0.0752,0.119,6.1329,427.54,0.913,90.0,5911.0,1.109,1.06,0.08,4.39,4.3,0.922125,38.9607,7.33,5.868,7.17261
WASP-22 b,WASP-22,1,1,0,0,Transit,2010,3.53269,0.047,13.78707,1.23,212.9461,0.67,0.02,837.7034,1502.0,0.444,89.2,6000.0,1.24,1.46,-0.05,4.5,3.0,1.08,317.652,11.99,10.318,11.5821
Kepler-1254 c,Kepler-1254,1,3,0,0,Transit,2016,3.60084276,0.0422,1.3,0.11597823,2.24,0.00705,0.0,132.391,927.0,5.6,88.3,4985.0,0.75,0.78,-0.1,4.59,5.62,3.32192,622.818,15.541,13.292,15.3024
Kepler-1922 b,Kepler-1922,1,1,0,0,Transit,2021,13.22259998,0.1077,2.29064904,0.20435837,5.86,0.0184,0.0,71.11,740.0,2.68,83.99,5931.0,0.863,0.953,-0.28,4.545,,0.0791,1344.29,15.388,13.6,15.1917
TOI-1814 b,TOI-1814,1,1,0,0,Transit,2026,6.36861010462,,5.18536642,0.4626082,23.5,0.0739,,216.0619,977.83,0.926,87.45512,4872.84,2.3895,,,3.6712,,0.181734,362.522,11.182,9.446,11.4141
Kepler-862 b,Kepler-862,1,1,0,0,Transit,2016,3.148664534,0.039,2.21,0.19716299,5.52,0.0174,0.0,547.293,1097.0,2.81,85.68,5333.0,0.84,0.88,0.04,4.54,4.79,1.23727,1039.03,15.601,13.315,15.3031
TOI-2095 b,TOI-2095,1,2,0,0,Transit,2023,17.66484,0.101,1.25,0.11151772,4.1,0.01290004,0.0,3.43,347.0,,89.67,3759.0,0.44,0.44,-0.24,5.11,1.0,7.23,41.9176,13.19,8.988,12.094
Teegarden's Star c,Teegarden's Star,1,3,0,0,Radial Velocity,2019,11.416,0.0455,1.02,0.0912,1.05,0.00330367,0.04,0.35,209.0,5.44,,3034.0,0.12,0.097,-0.11,5.19,8.0,79.806883,3.83078,15.13,7.585,12.2746
CoRoT-22 b,CoRoT-22,1,1,0,0,Transit,2014,9.75598,0.092,4.88,0.435,12.2,0.038,0.077,121.8837,885.0,0.249,89.749,5939.0,1.136,1.099,0.17,4.361,3.3,1.027,627.158,13.82,11.988,13.7305
HD 219077 b,HD 219077,1,1,0,0,Radial Velocity,2012,5478.68861,5.935,12.5,1.11,3057.50927534,9.62,0.768,0.0755,146.68,8.6,90.178,5362.0,1.91,0.92,-0.13,4.0,8.9,0.170299,29.1864,6.12,4.287,5.91597
Kepler-458 c,KIC 9663113,1,2,0,0,Transit,2016,20.74028413,0.17012,4.2,0.3746989,16.4,0.0516,0.0,279.787,798.0,1.22,88.27,6117.21,2.21562,1.15,0.1436,3.80778,2.14,0.149067,1594.74,14.027,12.502,13.9075
Kepler-1001 b,Kepler-1001,1,2,0,0,Transit,2016,14.30511983,0.11147,3.15,0.28102418,10.1,0.0317,0.0,40.853,693.0,1.78,85.25,5491.0,0.88,0.9,-0.03,4.52,4.68,1.59,928.978,15.582,13.662,15.3302
TOI-2000 b,TOI-2000,1,2,0,0,Transit,2023,3.09833,0.04271,2.7,0.241,11.0,0.0347,0.0,628.0,1488.0,3.07,84.59,5611.0,1.134,1.082,0.439,4.363,5.3,1.047,175.713,10.984,9.303001,10.8542
Kepler-320 c,Kepler-320,1,2,0,0,Transit,2014,17.934937,0.142,1.37,0.122,2.45,0.00771,0.0,101.619,1002.0,5.24,80.93,6435.0,1.108,1.072,-0.1228,4.419,2.14,0.56,826.613,13.494,12.307,13.4337
K2-368 d,K2-368,1,3,0,0,Transit,2022,20.201085,,1.948,0.17378922,4.45,0.014,,,,3.31,,4663.0,0.663,0.746,-0.25,4.667,,3.552889,206.608,13.581,11.042,13.2207
HD 89839 b,HD 89839,1,1,0,0,Radial Velocity,2023,3391.2,4.713,12.8,1.14,1748.0562385,5.5,0.185,0.1067,159.03,4.58,49.5,6314.0,1.28588,1.21,0.04,4.49,1.6,0.822219,57.3063,7.64,6.362,7.51304
TOI-5624 c,TOI-5624,1,5,0,0,Transit,2026,7.885385,0.07374,2.474,0.22071588,4.8,0.01510249,0.0,96.429,857.0,1.72,89.58,5327.0,0.82,0.858,-0.023,4.49,5.7,2.19369,101.913,10.81,8.869,10.5425
HD 86728 b,HD 86728,1,1,0,0,Radial Velocity,2025,31.1515,0.1916,3.03,0.27,9.43,0.0296701,0.067,37.1828,687.36,1.86,,5610.0,1.237,0.967,0.2,4.25,9.52,0.878092,14.9202,5.37988,3.821,5.2094
Kepler-28 b,Kepler-28,1,2,0,0,Transit,2011,5.91,0.05687,1.959,0.17477057,1.63,0.00512855,0.0,62.577,585.0,1.185427,89.51,4499.3,0.664,0.684,0.1451,4.62,1.91,3.270797,438.359,15.13,12.719,15.0257
HD 219828 b,HD 219828,1,2,0,0,Radial Velocity,2007,3.83483,0.049,4.59,0.409,19.06970442,0.06,0.091,1095.4885,1602.83,1.08,,5891.0,1.56,1.04,0.19,4.17,5.69,0.32597,73.114,8.04,6.53,7.88338
Kepler-1933 b,Kepler-1933,1,1,0,0,Transit,2021,4.943290234,0.05605,1.17984089,0.10525854,1.76,0.00553,0.0,250.5,1058.0,5.89,79.91,5661.0,1.008,0.964,0.1,4.415,1.86,0.11518,328.007,12.81,11.106,12.6781
Kepler-178 d,Kepler-178,1,3,0,0,Transit,2014,96.678988,0.397,3.95,0.352,14.8,0.0465,0.0,3.874,392.0,1.32,89.85,5676.0,1.066,0.852,-0.04,4.334,9.12,1.25,716.025,14.876,12.899,14.5782
Kepler-107 c,Kepler-107,1,4,0,0,Transit,2014,4.901452,0.06064,1.597,0.14247504,10.0,0.03146352,0.08,602.0,1378.0,13.5,89.49,5854.0,1.447,1.238,0.321,4.21,4.29,0.4,525.997,12.543,11.06,12.4627
TOI-1774.01,TOI-1774,1,2,0,0,Transit,2021,16.70988,,2.78,0.24801541,8.5,0.02674399,0.05,73.7609,824.0,2.17,89.4,5746.0,1.1303,0.991,-0.02,4.33,7.4,0.967141,53.974,8.25,6.684,8.08235
HD 156279 c,HD 156279,1,2,0,0,Radial Velocity,2016,4818.25358,5.486,12.5,1.11,3098.82696825,9.75,0.261,0.0237,109.42,8.72,74.699,5453.0,0.95,0.94,0.14,4.46,4.1,1.492851,36.1945,8.07,6.269,7.86569
Kepler-1166 b,Kepler-1166,1,1,0,0,Transit,2016,33.2406882,0.1975,1.69,0.1507717,3.5,0.011,0.0,14.188,486.0,3.98,89.75,5446.0,0.86,0.9,-0.02,4.53,4.9,2.66299,634.906,14.65,12.737,14.466
TOI-929 b,TOI-929,1,1,0,0,Transit,2026,5.83015366944,,2.68983343,0.23997128,7.7,0.0242,,59.7261,774.0,2.17,88.19577,4457.16,0.717414,0.7,,4.5865,,1.666874,114.421,12.489,9.716,12.1394
TOI-1448 b,TOI-1448,1,1,0,0,Transit,2024,8.112245,0.0567,2.749,0.24524978,19.5,0.06135386,0.36,5.45,426.0,,89.62,3412.0,0.38,0.372,0.37,4.849,,9.51,73.3345,15.678,10.765,14.4005
TOI-5340 b,TOI-5340,1,1,0,0,Transit,2025,4.9394392,0.0628,15.07607904,1.345,270.15414595,0.85,0.13,1004.0,1566.0,0.43,86.17,5990.0,1.842,1.35,0.208,4.036,3.5,0.302,532.629,12.399,10.607,12.2074
EPIC 220674823 c,EPIC 220674823,1,2,0,0,Transit,2016,13.340603,0.1078,2.712,0.24194885,7.9,0.02485618,0.18,70.0,838.0,2.336119,89.34,5578.0,0.99,0.913,-0.005,4.408,7.5,1.35,244.59,12.101,10.344,11.9535
GJ 436 b,GJ 436,1,1,0,0,Radial Velocity,2004,2.64388312,0.0291,4.17,0.372,22.1,0.07,0.13827,29.4322,686.0,1.8,86.44,3586.11,0.455,0.47,0.0991,4.792,6.0,7.0,9.75321,10.67,6.073,9.57148
Kepler-207 d,Kepler-207,1,3,0,0,Transit,2014,5.868075,0.068,3.31,0.295,11.0,0.0345,0.0,732.604,1254.0,1.67,83.38,5920.0,1.588,1.313,0.29,4.129,3.63,0.28,875.519,13.164,11.805,13.1671
Kepler-1767 b,Kepler-1767,1,1,0,0,Transit,2021,59.65829849,0.2873,3.01299077,0.26880149,9.34,0.0294,0.0,5.66,393.0,1.88,88.38,5243.0,0.831,0.887,0.14,4.547,0.6,0.20596,820.506,16.206,13.792,15.7151
Kepler-1889 b,Kepler-1889,1,1,0,0,Transit,2021,37.30369949,0.2082,2.94360686,0.26261147,8.98,0.0282,0.0,14.0,493.0,1.93,87.03,5646.0,0.817,0.864,-0.28,4.55,,0.07304,1395.13,15.715,13.731,15.5173
WASP-81 b,WASP-81,1,1,0,0,Transit,2017,2.7164762,0.03908,16.017661,1.429,231.69807,0.729,0.066,1034.0911,1623.0,0.332,88.69,5870.0,1.283,1.08,-0.36,4.258,,0.723,398.505,12.469,10.892,12.3326
Kepler-1190 b,Kepler-1190,1,1,0,0,Transit,2016,10.45843441,0.0845,1.33,0.11865465,2.33,0.00733,0.0,24.211,609.0,5.44,89.98,4730.0,0.72,0.76,-0.02,4.62,3.98,2.94604,342.509,14.665,12.212,14.494
DMPP-6 c,DMPP-6,1,2,0,0,Radial Velocity,2026,36.441,0.2206,3.74,0.334,13.47,0.04238136,0.31,42.4847,715.27,1.41,,6182.09,1.27,1.079,0.32,4.31374,,0.844767,54.6303,7.71,6.33,7.56056
DMPP-2 c,DMPP-2,1,3,0,0,Radial Velocity,2026,3.168,0.04789,8.26,0.737,51.79,0.16294956,0.28,553.7504,1910.88,0.505,,6500.0,1.78,1.41,,4.1,2.0,0.243543,137.94,8.57,7.437,8.45824
DMPP-8 b,DMPP-8,1,1,0,0,Radial Velocity,2026,62.915,0.3098,10.8,0.96,81.09,0.25513767,0.275,17.7838,579.7,0.354,,6009.0,1.24,0.99,,4.32111,,0.893434,76.1335,8.65,7.191,8.49441
GJ 887 e,GJ 887,1,4,0,0,Radial Velocity,2026,4.4249,0.0417,1.12,0.0999,1.46,0.00459367,,20.9,544.0,5.71,,3688.0,0.468,0.495,-0.06,4.156,2.9,6.055627,3.28679,7.56,3.465,6.52199
CoRoT-27 b,CoRoT-27,1,1,0,0,Transit,2014,3.57532,0.0476,11.287,1.007,3302.11,10.39,0.065,300.8697,1500.0,12.6,86.7,5900.0,1.08,1.05,-0.1,4.4,4.21,1.24,1010.28,15.774,12.985,15.3902
Kepler-1431 b,Kepler-1431,1,1,0,0,Transit,2016,5.86601526,0.0648,1.47,0.13114462,2.76,0.00869,0.0,469.819,1064.0,4.77,86.8,5806.0,1.03,1.03,0.07,4.42,4.27,0.71412,1623.24,15.4,13.756,15.2711
HD 21411 b,HD 21411,1,1,0,0,Radial Velocity,2019,84.288,0.362,9.52,0.85,65.9,0.20734355,0.4,4.1365,408.17,0.42,,5605.0,0.825605,0.89,-0.265,4.51,,2.405023,29.1328,7.88,6.131,7.68183
HD 106906 b,HD 106906,1,1,0,0,Imaging,2013,,650.0,12.4,1.11,3496.0,11.0,,0.0,1800.0,10.1,,6516.0,2.12351,1.5,0.04,3.90453,0.013,0.194345,103.029,7.8,6.683,7.68639
K2-237 b,K2-237,1,1,0,0,Transit,2018,2.18053332,0.03552,16.06246934,1.433,434.15360396,1.366,0.03,1860.0,1759.0,0.577,88.37,6180.0,1.236,1.256,0.337,4.353,1.09,0.937,314.995,11.602,10.217,11.4668
Kepler-413 b,Kepler-413,2,1,0,1,Transit,2014,66.262,0.3553,4.347,0.388,67.0,0.211,0.1181,2.9436,334.96,3.2,89.929,4700.0,0.7761,0.82,-0.2,4.5721,,1.755,847.536,15.885,13.415,15.5943
Kepler-1804 b,Kepler-1804,1,1,0,0,Transit,2021,12.28849983,0.1017,1.59615726,0.14239986,3.18,0.00999,0.0,164.61,913.0,4.3,88.64,5109.0,1.671,0.929,0.1,3.96,14.0,2.38362,434.456,14.679,12.356,14.4269
Kepler-821 b,Kepler-821,1,1,0,0,Transit,2016,1.92279873,0.029,1.31,0.11687037,2.27,0.00714,0.0,496.82,1215.0,5.55,89.74,5191.0,0.8,0.84,-0.03,4.56,4.79,2.35671,614.571,15.153,12.869,14.8177
Kepler-160 c,Kepler-160,1,3,0,0,Transit,2014,13.699429,0.1192,3.76,0.33544473,13.6,0.0428,0.0,84.848,771.0,1.41,89.93,5471.0,1.118,1.003,0.2,4.47,6.03,1.2,937.013,14.816,13.052,14.616
Kepler-1075 b,Kepler-1075,1,1,0,0,Transit,2016,1.52372816,0.0208,1.42,0.12668391,2.6,0.00819,0.0,143.968,818.0,4.99,73.31,3959.0,0.54,0.56,-0.17,4.72,2.95,3.916469,291.275,15.909,12.415,15.3697
Kepler-106 d,Kepler-106,1,4,0,0,Transit,2014,23.9802,0.16063,0.95,0.085,8.1,0.02548532,0.0,45.357,649.0,,85.45,5858.0,1.04,1.0,-0.12,4.407,4.83,1.38,444.322,12.923,11.431,12.8391
TIC 183374187 b,TIC 183374187,1,1,0,0,Transit,2026,5.05907,,14.03364384,1.252,177.98390792,0.56,0.506,,1379.0,0.35,,5768.0,1.344,0.853,-0.39,4.112,12.31,0.495,1208.75,14.639,13.134,14.5169
Kepler-919 b,Kepler-919,1,1,0,0,Transit,2016,11.04603384,0.0981,2.25,0.20073156,5.69,0.0179,0.0,153.915,869.0,2.74,89.79,6113.0,1.21,1.15,0.07,4.33,3.02,0.88069,1119.87,14.806,13.306,14.6785
Kepler-450 d,Kepler-450,1,3,0,0,Transit,2015,7.51464,0.0827,0.837,0.07467214,17.6,0.05537552,0.14,557.205,1199.0,77.0,87.91,6197.21,1.64162,1.19,0.1278,4.08307,2.57,0.379222,455.982,11.991,10.429,11.6525
Kepler-51 d,Kepler-51,1,4,0,0,Transit,2014,130.194,0.509,9.7,0.865,7.6,0.024,0.008,2.466,381.0,0.046,89.91,6018.0,0.94,1.04,0.05,4.51,0.3,2.16,783.831,14.885,13.197,14.6777
K2-186 b,K2-186,1,1,0,0,Transit,2018,41.474219,,3.17207779,0.28299383,10.2,0.0321,,,,1.76,89.52426,5784.0,0.98083,1.018617,0.06,4.45,,1.182836,330.739,12.413,10.774,12.1713
HD 73344 b,HD 73344,1,3,0,0,Transit,2024,15.611,0.131,2.884,0.25729369,10.48,0.03297377,0.03,111.9729,911.0,2.451,88.082,6252.6,1.22,1.2,0.143,4.372,1.15,1.013665,35.26,6.89351,5.567,6.7468
HATS-69 b,HATS-69,1,1,0,0,Transit,2018,2.2252577,0.03211,10.592505,0.945,183.38791,0.577,0.519,466.6,1295.7,0.46,88.49,5137.0,0.8785,0.892,0.377,4.501,8.0,1.854,414.537,14.074,11.875,13.7643
WASP-36 b,WASP-36,2,1,0,0,Transit,2011,1.53736596,0.02677,14.874343,1.327,750.39663,2.361,0.0,1422.6075,1733.0,1.26,83.15,5959.0,0.985,1.081,-0.26,4.486,1.4,1.595,386.346,12.836,11.294,12.6284
Kepler-1783 b,Kepler-1783,1,1,0,0,Transit,2021,8.277440071,0.07595,1.31946731,0.11771519,2.3,0.00723,0.0,65.5,1088.0,5.5,89.35,5129.0,1.781,0.887,-0.16,3.884,1.15,3.27949,264.078,13.309,11.124,13.0982
HD 115954 b,HD 115954,1,1,0,0,Radial Velocity,2021,3700.0,5.0,12.6,1.12,2685.65003915,8.45,0.487,0.064,144.9,7.38,79.0,5957.0,1.213,1.18,0.34,4.15,,0.301606,87.6437,8.34,6.87,8.18736
LHS 1678 c,LHS 1678,2,3,0,0,Transit,2021,3.694284,0.0327,0.941,0.08395054,1.4,0.00440489,0.039,13.5,510.9,10.6,88.82,3490.0,0.329,0.345,,4.89044,7.0,13.9,19.8782,12.6,8.264,11.5403
Kepler-189 b,Kepler-189,1,2,0,0,Transit,2014,10.399931,0.088,1.21,0.108,1.92,0.00606,0.0,45.389,678.0,5.96,87.28,5235.0,0.75,0.803,-0.04,4.619,3.98,1.86,591.534,14.971,12.921,14.8213
TOI-1634 c,TOI-1634,2,2,0,0,Radial Velocity,2022,103.0,,,,,,0.0,,,,,3472.0,0.45,0.451,0.19,4.787,,6.98,35.2736,13.217,8.6,12.1965
Kepler-556 b,Kepler-556,1,1,0,0,Transit,2016,11.72292176,0.09833,2.24,0.19983941,5.65,0.0178,0.0,81.641,766.0,2.76,89.97,5740.0,0.98,1.0,0.03,4.46,4.17,1.27,674.598,14.316,12.668,14.1247
Kepler-109 c,Kepler-109,1,2,0,0,Transit,2014,21.22265,0.1546,2.65,0.23641757,8.2,0.02580009,0.098,91.0,859.0,2.4,89.63,5950.0,1.387,1.094,-0.02,4.21,6.2,0.43,474.861,12.398,11.001,12.2955
K2-316 c,K2-316,1,2,0,0,Transit,2020,5.26,0.0582,1.83,0.16326166,4.01,0.0126,,4.3703,423.0,3.6,89.31,3436.0,0.379,0.408,,4.891,,10.826536,112.486,17.14,11.911,15.514
GJ 393 b,GJ 393,1,1,0,0,Radial Velocity,2021,7.02679,0.05402,1.17,0.104,1.71,0.00538026,,9.21,485.0,5.87,,3579.0,0.426,0.426,-0.09,4.88,,7.435678,7.03149,9.65,5.311,8.67373
HD 108236 f,HD 108236,1,5,0,0,Transit,2021,29.54115,0.1758,2.017,0.17994469,4.72,0.0149,0.051,22.9084,609.59,3.16,88.963,5660.0,0.877,0.869,-0.28,4.49,6.7,1.82,64.5978,9.25,7.637,9.08745
TIC 9344899 b,TIC 9344899,1,1,0,0,Transit,2026,8.5821566,0.0815,9.16,0.817,6170.0,19.4,0.029,149.861,923.0,44.1,88.95,5800.0,1.06,0.98,0.07,4.39,6.1,1.16,532.228,13.291,11.759,13.1859
DMPP-3 A b,DMPP-3 A,2,1,0,0,Radial Velocity,2019,5.59,0.05958,1.44,0.129,2.67,0.00840076,0.42,142.7812,854.0,4.91,,5138.0,0.91,0.9,0.18,4.46049,10.9,1.642645,46.8917,9.1,7.061,8.8543
TOI-5789 d,TOI-5789,1,4,0,0,Radial Velocity,2026,29.65,0.1756,1.91,0.17,4.29,0.01349785,0.096,15.2098,545.0,3.38,,5185.0,0.833,0.821,-0.12,4.511,9.4,2.0,20.4581,7.35063,5.35,7.09999
Kepler-101 c,Kepler-101,1,2,0,0,Transit,2014,6.02976,0.0684,1.25,0.112,3.78,0.01,0.0,596.069,1413.0,10.5,84.6,5667.0,1.56,1.17,0.33,4.12,5.9,0.437,927.981,13.7,12.011,13.5672
Kepler-1108 b,Kepler-1108,1,1,0,0,Transit,2016,4.51005748,0.0511,1.46,0.13025248,2.73,0.00859,0.0,206.414,1063.0,4.82,89.59,5406.0,0.84,0.88,-0.09,4.54,4.17,3.82916,767.701,15.132,13.172,14.9192
Kepler-2001 c,Kepler-2001,1,2,0,0,Transit,2023,14.092583189,0.1084,1.82,0.1623698,3.97,0.0125,0.0,30.1,597.0,3.62,88.45,5081.0,0.77,0.864,0.12,4.596,4.0,0.97395,776.55,15.981,13.551,15.7733
XO-1 b,XO-1,1,1,0,0,Transit,2006,3.94153,0.0488,12.77826,1.14,263.7989,0.83,0.0,321.85,1210.0,0.64,88.81,5750.0,0.88,0.88,0.02,4.51,0.9,1.79,163.553,11.251,9.527,11.004
Kepler-1154 b,Kepler-1154,1,2,0,0,Transit,2016,5.1856142,0.0631,2.34,0.20876082,6.08,0.0191,0.0,652.966,1314.0,2.61,89.93,6327.0,1.43,1.26,0.04,4.23,2.29,0.68894,1460.1,14.953,13.348,14.7792
Kepler-837 b,Kepler-837,1,1,0,0,Transit,2016,16.56059504,0.1144,2.56,0.2283879,7.08,0.0223,0.0,55.966,701.0,2.32,86.99,5403.0,0.81,0.85,-0.18,4.56,3.98,1.46297,901.907,15.576,13.465,15.229
