pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_dens,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HIP 54373 c,HIP 54373,1,2,0,0,Radial Velocity,2019,15.144,0.099,3.57,0.318,12.44,0.03914042,0.2,6.1142,463.2,1.5,,4021.0,0.564998,0.57,,4.68103,,4.366007,18.7168,10.38,6.62,9.64076
Kepler-398 c,Kepler-398,1,3,0,0,Transit,2014,11.419412,0.087,1.01,0.09,1.01,0.00317,0.0,20.556,536.0,5.39,85.38,4493.0,0.613,0.649,0.0528,4.689,2.34,0.37842,177.355,13.499,10.794,13.2351
Kepler-940 b,Kepler-940,1,1,0,0,Transit,2016,59.6225257,0.3059,3.34,0.29797484,11.1,0.035,0.0,10.519,486.0,1.64,88.63,5769.0,0.96,0.97,-0.08,4.47,3.63,1.09134,1260.78,15.727,14.019,15.4975
Kepler-1705 b,Kepler-1705,1,2,0,0,Transit,2021,9.03502,0.08,2.03,0.18110478,4.47,0.01406419,0.033,91.74,789.0,2.977353,88.79,6312.0,1.259,1.139,-0.2,4.298,2.59,0.796552,1633.49,15.8,13.735,15.4974
Kepler-677 b,Kepler-677,1,1,0,0,Transit,2016,6.57531678,0.067,5.38,0.47997145,25.0,0.0786,0.0,683.274,1015.0,0.882,88.03,5723.0,0.99,1.0,0.06,4.45,4.57,0.81913,1954.08,15.504,13.686,15.297
Kepler-67 b,Kepler-67,1,1,0,0,Transit,2013,15.7259,0.1171,2.94,0.262,8.96,0.0282,0.0,30.6,602.0,1.94,89.78,5331.0,0.778,0.865,-0.2,4.594,1.0,2.66,1131.19,16.172,14.155,16.1723
HD 108236 e,HD 108236,1,5,0,0,Transit,2020,19.590025,0.1367,3.083,0.27504684,9.71,0.0306,0.058,35.0031,636.0,1.82,89.245,5660.0,0.877,0.869,-0.28,4.49,6.7,1.82,64.5978,9.25,7.637,9.08745
Kepler-534 c,Kepler-534,1,2,0,0,Transit,2021,7.378689766,0.0761,1.227,0.1094658,2.02,0.00637,0.0,178.68,933.0,6.01,88.0,5936.0,0.965,1.075,0.07,4.501,1.58,1.09657,570.659,13.387,11.708,13.231
Kepler-524 c,Kepler-524,1,2,0,0,Transit,2016,1.88897906,0.03046,0.96,0.08564546,0.84,0.00264,0.0,2959.338,1574.0,5.22,89.84,6014.0,1.1,1.09,0.02,4.39,3.02,0.28,1058.24,14.082,12.384,13.8868
Kepler-1246 b,Kepler-1246,1,1,0,0,Transit,2016,11.32271513,0.0848,1.36,0.12133107,2.42,0.00761,0.0,26.451,554.0,5.29,84.06,4611.0,0.69,0.73,-0.03,4.63,3.89,0.11476,436.505,15.27,12.59,15.0318
GJ 414 A b,GJ 414 A,2,2,0,0,Radial Velocity,2021,50.8,0.2324,2.63,0.23463288,7.6,0.02391215,0.45,2.2033,308.6,2.3,,4120.0,0.68,0.65,0.24,4.65,12.4,2.152396,11.8893,8.31,4.979,7.72808
K2-141 b,K2-141,1,2,0,0,Transit,2018,0.2803244,0.00747,1.51,0.13471341,4.97,0.01563737,0.0,3260.0,2103.0,7.93,86.3,4570.0,0.681,0.708,0.0,4.62,6.3,3.86,61.8736,11.454,8.401,10.7217
NY Vir b,NY Vir,2,2,0,1,Eclipse Timing Variations,2011,3160.0,3.3,13.3,1.19,730.978,2.3,0.15,2.178,338.12,1.71,,32780.0,0.151,0.459,,5.74193,,187.952403,544.024,13.496,14.635,13.3943
GJ 625 b,GJ 625,1,1,0,0,Radial Velocity,2017,14.628,0.078361,1.49,0.133,2.82,0.00887267,0.13,2.0787,335.59,4.68,,3499.0,0.31,0.3,-0.38,4.94,,11.726329,6.47249,10.066,5.833,9.13702
TOI-2447 b,TOI-2447,1,1,0,0,Transit,2024,69.33684,0.347,9.60609646,0.857,124.90656395,0.393,0.17,44.5933,414.0,0.774,,5730.0,1.006,1.034,0.18,4.3,2.1,1.319469,148.987,10.507,9.12,10.4403
Kepler-1982 b,Kepler-1982,1,1,0,0,Transit,2023,3.82315697,0.0511,0.77,0.06869492,0.381,0.0012,0.0,638.38,1282.0,4.59,89.7,6202.0,1.122,1.213,0.21,4.422,2.63,2.40673,558.855,12.696,11.473,12.6166
HD 154391 b,HD 154391,1,1,0,0,Radial Velocity,2023,5163.0,7.46,12.5,1.12,2892.2385037,9.1,0.2,0.685,253.57,8.14,47.0,4909.0,8.56,2.07,0.1,2.89,1.1,,100.947,6.1552,3.896,5.89921
TOI-2583 A b,TOI-2583 A,2,1,0,0,Transit,2023,4.5207265,0.0571,14.4595851,1.29,79.45710175,0.25,0.0,750.9,1456.0,0.144,88.16,5936.0,1.477,1.215,0.158,4.184,4.4,0.531,566.189,12.586,11.245,12.4592
Kepler-1345 b,Kepler-1345,1,1,0,0,Transit,2016,44.6169557,0.26412,2.36,0.2105451,6.17,0.0194,0.0,68.469,693.0,2.58,88.99,6449.0,1.55,1.32,0.04,4.18,2.24,0.23,1355.02,13.775,12.563,13.705
TOI-4137 b,TOI-4137,1,1,0,0,Transit,2022,3.8016122,0.05222,13.57407563,1.211,457.67290608,1.44,0.0,1013.0,1570.0,1.01,85.7,6202.0,1.438,1.313,0.182,4.24,2.1,0.621,334.993,11.31,10.004,11.2468
Kepler-160 b,Kepler-160,1,3,0,0,Transit,2014,4.309397,0.05511,1.715,0.15300205,3.59,0.0113,0.0,396.619,1134.0,3.91,89.83,5471.0,1.118,1.003,0.2,4.47,6.03,1.2,937.013,14.816,13.052,14.616
Kepler-346 c,Kepler-346,1,2,0,0,Transit,2014,23.851549,0.168,3.07,0.274,9.64,0.0303,0.0,23.812,654.0,1.83,88.74,6033.0,1.021,0.943,0.1,4.464,2.4,1.39,984.105,15.261,13.582,15.1549
HD 50499 c,HD 50499,1,2,0,0,Radial Velocity,2019,8619.9,9.02,13.2,1.17,931.2419,2.93,0.0,0.0292,116.69,2.22,,6099.0,1.42,1.31,0.38,4.42,2.4,0.509984,46.2845,7.21,5.836,7.0564
K2-395 c,K2-395,1,2,0,0,Transit,2022,8.491282,,3.395,0.30288213,11.4,0.036,,,,1.6,,5007.0,0.783,0.952,-0.033,4.628,,1.717225,286.727,15.131,11.365,14.1559
Kepler-922 b,Kepler-922,1,1,0,0,Transit,2016,0.938466832,0.01795,1.42,0.12668391,2.6,0.00819,0.0,2142.634,1876.0,4.99,89.45,5671.0,0.93,0.95,-0.05,4.48,4.37,1.18,536.323,13.863,12.188,13.745
Kepler-791 b,Kepler-791,1,1,0,0,Transit,2016,14.5539759,0.1256,3.05,0.27210277,9.53,0.03,0.0,140.057,939.0,1.85,80.57,6383.0,1.47,1.3,0.06,4.21,2.24,0.01771,1266.34,14.473,13.158,14.3687
WASP-177 b,WASP-177,1,1,0,0,Transit,2019,3.071722,0.03957,17.71022,1.58,161.45764,0.508,,279.7736,1142.0,0.172,84.14,5017.0,0.885,0.876,0.25,4.486,9.7,1.78,176.818,12.312,10.163,12.0715
TIC 198190129 b,TIC 198190129,1,1,0,0,Transit,2026,7.94804910667,,2.92284949,0.26075962,8.87,0.0279,,,,1.95,88.9679,4377.53,0.640675,0.638,,4.6742,,3.414428,130.035,13.704,10.464,13.2525
HATS-67 b,HATS-67,1,1,0,0,Transit,2018,1.6091788,0.03032,18.887165,1.685,460.8535,1.45,0.057,3821.0,2193.0,0.374,79.03,6594.0,1.441,1.435,0.332,4.278,0.51,0.677,960.109,13.698,12.327,13.5596
Kepler-1780 b,Kepler-1780,1,1,0,0,Transit,2021,109.4449997,0.4276,3.60600667,0.32170692,12.7,0.0399,0.0,3.14,340.0,1.49,89.96,5403.0,0.868,0.868,0.0,4.5,0.6,18.03324,790.516,14.907,13.197,14.9304
TOI-1062 b,TOI-1062,1,2,0,0,Transit,2021,4.11296,0.052,2.265,0.20207011,10.15,0.03193547,0.177,232.0,1077.0,4.85,85.913,5328.0,0.84,0.94,0.14,4.55,2.5,2.22,82.1733,10.249,8.296,10.0008
K2-125 b,K2-125,1,1,0,0,Transit,2017,21.750264,0.121,2.18,0.19448657,5.39,0.017,0.08,2.0,321.22,2.86,89.72,3654.47,0.402049,0.494727,,4.83016,,8.77693,124.156,16.4,11.802,15.1508
TOI-3082 b,TOI-3082,1,1,0,0,Transit,2023,1.926907,,3.6621,0.32671124,13.0,0.0409,,131.648,1032.78,1.45,87.63,4263.0,0.6847,0.664,0.17,4.625,,2.518303,113.048,12.934,9.881,12.5313
HATS-75 b,HATS-75,1,1,0,0,Transit,2021,2.7886556,0.032742,9.90873894,0.884,156.05374784,0.491,0.064,59.26,772.3,0.878,88.07,3790.4,0.5848,0.6017,0.522,4.6831,14.9,4.239,194.964,15.689,11.584,14.9033
HD 330075 b,HD 330075,1,1,0,0,Radial Velocity,2004,3.38773,0.04,14.3,1.27,152.5584,0.48,0.0,292.3345,990.0,0.287,,5000.0,0.84,0.47,0.05,4.26,6.2,2.016813,45.2989,9.36,7.171,9.09159
Kepler-1996 c,Kepler-1996,1,2,0,0,Transit,2023,92.7297248,0.3608,2.81,0.25069184,8.3,0.0261,0.0,1.38,276.0,2.06,89.19,4580.0,0.675,0.748,0.08,4.641,14.0,0.49438,440.561,15.11,12.53,14.8656
Kepler-1623 b,Kepler-1623,1,1,0,0,Transit,2016,4.36128348,0.0518,1.31,0.11687037,2.27,0.00714,0.0,243.08,1000.0,5.55,88.52,5772.0,1.0,1.0,0.04,4.44,4.27,3.20972,837.481,15.205,13.245,14.9243
HD 27442 b,HD 27442,2,1,0,0,Radial Velocity,2000,428.1,1.271,13.5,1.21,495.8,1.56,0.06,4.3915,369.62,1.11,,4846.0,3.18,1.23,0.42,3.783,10.0,,18.2704,4.44,1.745,4.14532
Kepler-39 b,Kepler-39,1,1,0,0,Transit,2011,21.08721,0.164,13.9,1.24,6388.1,20.1,0.112,90.22,897.0,13.0,89.07,6350.0,1.4,1.29,0.1,4.4,2.1,0.66,1057.41,14.355,12.918,14.2622
Kepler-107 b,Kepler-107,1,4,0,0,Transit,2014,3.1800218,0.04544,1.536,0.13703298,3.8,0.01195614,0.1,1073.0,1592.0,5.8,89.05,5854.0,1.447,1.238,0.321,4.21,4.29,0.4,525.997,12.543,11.06,12.4627
Kepler-1645 b,Kepler-1645,1,1,0,0,Transit,2016,16.1779561,0.1285,1.78,0.15880096,3.82,0.012,0.0,138.538,754.0,3.72,89.81,5812.0,1.02,1.02,0.04,4.43,4.17,0.63558,1202.47,14.566,12.897,14.4405
K2-412 b,K2-412,1,1,0,0,Transit,2022,5.9382,0.0586,2.116,0.1887772,5.13,0.0161,,243.518,1100.64,2.98,89.998,5590.0,0.977,0.893,0.014,4.412,,0.819323,654.085,15.746,12.542,15.1491
Kepler-360 c,Kepler-360,1,2,0,0,Transit,2014,7.186434,0.075,2.1,0.187,5.06,0.0159,0.0,146.5,860.0,3.0,87.2,6053.0,1.058,0.994,0.15,4.423,1.41,1.31,876.044,15.011,13.228,14.8128
Kepler-1661 b,Kepler-1661,2,1,0,1,Transit,2020,175.06,0.633,3.87,0.34525827,17.0,0.05348771,0.057,0.88,243.0,1.6,89.46,5100.0,0.762,0.841,-0.12,4.66,2.0,4.62644,410.607,14.357,12.162,14.1933
Kepler-1828 b,Kepler-1828,1,1,0,0,Transit,2021,10.2737999,0.0924,2.11598626,0.18877597,5.13,0.0161,0.0,96.27,799.0,2.98,89.71,5806.0,0.899,0.996,-0.04,4.528,0.4,2.59443,871.81,14.985,13.333,14.8984
HD 101930 b,HD 101930,2,1,0,0,Radial Velocity,2005,70.46,0.3,10.6,0.949,79.4575,0.25,0.11,5.4444,417.04,0.367,,5108.0,0.86,0.57,0.15,4.33,1.0,1.80149,30.0274,8.21,6.147,7.96664
K2-157 d,K2-157,1,3,0,0,Radial Velocity,2025,66.5,0.309,5.16,0.461,23.3,0.0732,0.5,6.46,429.1,0.932,,5334.0,0.86,0.89,0.02,4.45,8.8,1.679258,298.373,12.942,10.98,12.6419
EPIC 201615463 c,K2-166,1,2,0,0,Transit,2019,3.80464,,1.22,0.10884111,1.98,0.00624,,,,5.99,,5960.0,1.61,1.073,0.09,4.09,,0.422931,476.882,12.081,10.637,11.9456
K2-15 b,K2-15,1,1,0,0,Transit,2015,11.8104,0.091,2.48,0.22125078,6.71,0.0211,,48.0,676.0,2.42,,5131.0,0.68,0.72,-0.46,4.571,,1.891141,493.992,14.758,12.495,14.4237
Kepler-54 d,Kepler-54,1,3,0,0,Transit,2014,20.995694,0.126,1.53,0.136,12.0946,0.03805387,0.0,3.425,328.0,9.2,89.79,4252.0,0.554,0.518,-0.27,4.73,4.83,0.18002,271.701,16.282,12.648,15.8133
Kepler-535 b,Kepler-535,1,1,0,0,Transit,2016,4.903321551,0.06011,2.36,0.2105451,6.17,0.0194,0.0,601.891,1247.0,2.58,89.93,6123.0,1.27,1.18,0.13,4.3,3.24,0.58,685.599,13.209,11.845,13.1197
HD 209458 b,HD 209458,1,1,0,0,Radial Velocity,1999,3.52474859,0.04707,15.58051,1.39,232.0159,0.73,0.0,587.098,1459.0,0.362,86.71,6091.0,1.19,1.23,0.01,4.45,3.1,1.04,48.3016,7.65,6.308,7.50866
L 98-59 c,L 98-59,1,5,0,0,Transit,2019,3.6906764,0.0309,1.329,0.11856564,2.0,0.0062927,0.002,12.7,526.0,4.7,88.88,3415.0,0.3155,0.2923,-0.46,4.91,4.94,13.0,10.6194,11.685,7.101,10.5976
TOI-125 c,TOI-125,1,3,0,0,Transit,2019,9.15059,0.0814,2.759,0.24614149,6.63,0.02086021,0.066,77.59,827.8,1.73,88.54,5320.0,0.848,0.859,-0.02,4.516,6.8,1.99,111.059,11.023,8.995,10.718
Kepler-1530 b,Kepler-1530,1,3,0,0,Transit,2016,2.5904434,0.03553,1.64,0.146311,3.33,0.0105,0.0,353.561,1484.0,4.15,83.9,5477.0,0.88,0.92,0.03,4.52,4.27,1.69,489.876,14.15,12.3,14.0055
Kepler-969 b,Kepler-969,1,2,0,0,Transit,2016,34.1731714,0.19726,2.07,0.18467303,4.94,0.0155,0.0,10.166,465.0,3.06,88.63,5214.0,0.82,0.92,0.22,4.57,1.51,1.75,390.354,13.865,11.897,13.7221
Kepler-1324 b,Kepler-1324,1,1,0,0,Transit,2016,4.115844679,0.0466,1.51,0.13471318,2.89,0.00909,0.0,98.414,895.0,4.61,86.52,4776.0,0.73,0.78,0.05,4.61,2.88,13.69084,481.667,15.554,12.834,15.1336
HIP 67851 c,HIP 67851,1,2,0,0,Radial Velocity,2015,3128.41,4.55,12.7,1.13,2204.77565936,6.937,0.3,0.7091,255.43,5.91,89.863,4840.0,5.45,1.28,0.01,3.11,5.46,,64.1181,6.17,3.751,5.89329
HD 115404 A c,HD 115404 A,1,2,0,0,Radial Velocity,2022,15319.22517,11.364,12.5,1.11,3279.67133183,10.319,0.211,0.0023,61.22,9.23,25.791,5019.17,0.727007,0.83,-0.1568,4.63407,,3.045281,10.9816,6.50066,4.381,6.28558
TOI-5322 b,TOI-5322,1,1,0,0,Transit,2025,5.4233207,0.0604,16.6117094,1.482,184.02264765,0.579,0.055,554.0,1350.0,0.22,89.19,5692.0,1.462,0.998,-0.048,4.11,9.7,0.456,476.899,12.733,10.9,12.4839
HD 290327 b,HD 290327,1,1,0,0,Radial Velocity,2009,2443.0,3.43,13.3,1.18,772.3269,2.43,0.08,0.0616,139.7,1.8,,5505.0,0.95,0.84,-0.14,4.41,,1.653134,56.433,8.99,7.271,8.80364
Kepler-274 b,Kepler-274,1,2,0,0,Transit,2014,11.634788,0.101,1.54,0.137,2.99,0.0094,0.0,147.812,961.0,4.5,89.82,6023.0,1.007,0.883,-0.2112,4.44,12.88,0.5,1333.62,15.238,13.456,15.0319
TOI-163 b,TOI-163,1,1,0,0,Transit,2019,4.231306,0.058,16.690201,1.489,387.7526,1.22,0.0,1489.1126,1669.0,0.49,87.24,6495.0,1.648,1.4352,0.22,4.187,1.823,0.4518,411.719,11.467,10.124,11.2193
Kepler-183 b,Kepler-183,1,2,0,0,Transit,2014,5.687945,0.064,2.06,0.184,4.9,0.0154,0.0,281.845,1088.0,3.08,87.45,5888.0,0.958,0.99,0.11,4.502,5.62,0.92,1050.64,14.993,13.308,14.8934
Kepler-368 b,Kepler-368,1,2,0,0,Transit,2014,26.84768,0.186,3.26,0.291,10.7,0.0336,0.0,107.58,800.0,1.7,88.58,5502.0,2.019,1.165,0.03,3.903,6.46,0.13,770.978,12.946,11.175,12.838
K2-84 b,K2-84,1,2,0,0,Transit,2016,6.4215,0.0665,2.41,0.2150058,6.39,0.0201,,178.0,1019.22,2.51,,5652.0,0.93,0.95,0.278,4.481,,2.291207,284.876,13.386,11.059,13.1474
K2-409 b,K2-409,1,1,0,0,Transit,2022,1.908084,,2.482,0.22142959,6.72,0.0211,,,,2.42,,5742.0,1.228,0.886,-0.036,4.204,,0.679222,431.031,12.902,11.038,12.6144
Kepler-1385 b,Kepler-1385,1,1,0,0,Transit,2016,2.88879862,0.04262,0.85,0.07583192,0.543,0.00171,0.0,1591.477,1423.0,4.86,88.09,5732.0,1.29,1.15,0.41,4.27,4.37,0.28,688.795,12.947,11.361,12.8443
WASP-148 b,WASP-148,1,2,0,0,Transit,2020,8.803809,0.08215,8.47398941,0.756,91.21675281,0.287,0.208,72.699,940.0,0.831,89.3,5555.0,0.912,0.954,0.099,4.496,3.6,1.76,246.353,12.036,10.506,12.0845
KELT-4 A b,KELT-4 A,3,1,0,0,Transit,2016,2.9895932,0.04317,19.044091,1.699,286.68266,0.902,0.0,1840.0,1823.0,0.228,83.16,6206.0,1.603,1.201,-0.116,4.108,4.44,0.411,218.05,9.98,8.689,9.95702
Kepler-527 b,Kepler-527,1,1,0,0,Transit,2016,13.28535633,0.11646,2.84,0.25336783,8.45,0.0266,0.0,147.046,1157.0,2.03,85.87,6388.0,1.45,1.28,0.03,4.22,2.4,0.67,750.04,13.471,12.125,13.334
HD 80883 b,HD 80883,1,1,0,0,Radial Velocity,2022,6383.78352,6.462,12.8,1.14,1748.0562385,5.5,0.203,0.0103,88.66,4.58,141.312,5177.91,0.814842,0.88,-0.2638,4.5604,,2.293125,34.6011,8.6,6.469,8.3618
Kepler-232 c,Kepler-232,1,2,0,0,Transit,2014,11.379349,0.101,3.83,0.342,14.0,0.0442,0.0,116.524,806.0,1.37,86.8,5847.0,0.968,0.97,0.03,4.495,1.4,1.33259,1349.13,15.565,13.765,15.3201
Kepler-1160 b,Kepler-1160,1,1,0,0,Transit,2016,7.97034958,0.0755,2.14,0.19091801,5.22,0.0164,0.0,93.308,839.0,2.93,89.74,5519.0,0.89,0.92,0.01,4.51,4.57,3.39097,1077.63,16.006,14.16,15.8003
gam Psc b,gam Psc,1,1,0,0,Radial Velocity,2021,555.1,1.32,13.6,1.22,425.89006538,1.34,0.204,33.5227,666.07,0.93,,4742.0,11.2,0.99,-0.62,2.33,,,41.3107,3.69252,1.393,3.41425
HD 190647 b,HD 190647,1,1,0,0,Radial Velocity,2007,1176.45,2.231,13.4,1.19,630.89255,1.985,0.224,0.3978,214.19,1.44,,5656.0,1.376,1.069,0.23,4.162,7.957,0.418181,54.4738,7.78,6.161,7.5942
HD 37605 b,HD 37605,1,2,0,0,Radial Velocity,2004,55.01292,0.277,13.2,1.18,854.9627,2.69,0.6745,7.8531,465.76,2.04,,5329.0,0.91,0.94,0.27,4.511,5.65,1.367928,46.7864,8.67,6.815,8.46192
MWC 758 c,MWC 758,1,1,0,0,Imaging,2023,,100.0,,,,,,0.001,500.0,,,7314.0,2.01446,1.5,,4.04855,0.0035,0.285422,159.537,8.270001,5.804,8.19951
Kepler-949 c,Kepler-949,1,2,0,0,Transit,2023,20.99757968,0.1394,2.97,0.26496611,9.11,0.0287,0.0,27.2,582.0,1.91,89.76,5211.0,0.895,0.817,0.08,4.447,1.74,11.72011,486.105,14.718,12.519,14.5084
K2-117 c,K2-117,1,2,0,0,Transit,2017,5.444017,0.0492,2.06,0.18378089,4.9,0.0154,0.15,21.4,537.0,3.08,89.49,3778.0,0.51,0.54,-0.05,4.75,,5.296999,101.632,14.639,10.589,13.8012
LHS 1903 b,LHS 1903,1,4,0,0,Transit,2026,2.1555098,0.02656,1.382,0.12329399,3.28,0.01032003,0.015,66.66,796.0,6.82,,3664.0,0.539,0.538,-0.11,4.75,7.08,5.343242,35.6917,12.23,8.212,11.3944
Kepler-1194 b,Kepler-1194,1,1,0,0,Transit,2016,16.22371307,0.1212,1.51,0.13471318,2.89,0.00909,0.0,49.35,676.0,4.61,89.48,5590.0,0.92,0.94,0.0,4.49,4.79,6.60457,757.382,14.31,12.445,14.1034
HD 135344 A b,HD 135344 A,2,1,0,0,Imaging,2025,,16.5,16.25302201,1.45,3178.28407,10.0,0.5,0.061,1585.0,4.07,73.6,9540.0,1.5,2.32,0.05,4.41545,,0.856038,141.595,7.765,7.563,7.73711
Kepler-1901 b,Kepler-1901,1,1,0,0,Transit,2021,3.484129906,0.0453,1.47418907,0.13151857,2.77,0.00873,0.0,389.41,1132.0,4.75,89.68,5696.0,0.921,1.022,0.14,4.519,0.7,10.4217,1028.37,15.097,13.31,14.9006
Kepler-1524 b,Kepler-1524,1,1,0,0,Transit,2016,70.9674603,0.3392,3.54,0.31581765,12.3,0.0386,0.0,8.443,438.0,1.52,89.54,6179.0,1.25,1.17,0.04,4.31,2.88,1.96319,381.773,12.802,11.263,12.7003
Kepler-364 b,Kepler-364,1,2,0,0,Transit,2014,25.745718,0.178,1.55,0.138,3.02,0.00951,0.0,68.71,753.0,4.46,88.22,6108.0,1.284,1.076,-0.031,4.273,0.63,0.5,891.462,13.754,12.388,13.6134
Kepler-444 f,Kepler-444,3,5,0,0,Transit,2015,9.740486,0.0811,0.741,0.066,0.332,0.00104,0.29,59.915,673.0,4.48,87.96,5046.0,0.752,0.758,-0.55,4.5625,11.23,2.493,36.4396,8.87,6.703,8.643251
Kepler-833 b,Kepler-833,1,1,0,0,Transit,2016,18.7546998,0.1139,2.02,0.18021233,4.74,0.0149,0.0,8.313,382.0,3.16,89.96,4339.0,0.62,0.64,-0.18,4.67,3.72,5.88599,467.37,15.755,12.885,15.4686
Kepler-620 b,Kepler-620,1,1,0,0,Transit,2016,12.91375431,0.1053,3.32,0.29619056,11.0,0.0346,0.0,219.051,849.0,1.65,85.45,6155.0,1.22,1.15,0.03,4.33,3.02,0.13675,1355.28,14.844,13.284,14.6381
TOI-2989 b,TOI-2989,1,1,0,0,Transit,2025,3.122832,0.0384,12.55405838,1.12,953.485221,3.0,0.0,124.0,1001.0,2.7,88.1,4672.0,0.76,0.77,-0.04,4.58,,2.537687,195.795,13.859,10.861,13.4755
HD 177830 b,HD 177830,2,2,0,0,Radial Velocity,1999,410.10001,1.14,13.5,1.2,537.1327,1.69,0.1,3.7258,399.64,1.2,,4901.0,3.26,1.7,0.42,3.64,4.4,,62.7674,7.18,4.809,6.8866
Kepler-147 b,Kepler-147,1,2,0,0,Transit,2014,12.610584,0.113,1.53,0.136,2.96,0.0093,0.0,224.61,953.0,4.54,86.26,6012.0,1.468,1.145,0.1,4.182,5.5,0.34,1042.02,14.134,12.416,13.9151
K2-107 b,K2-107,1,1,0,0,Transit,2017,3.313959,0.0475,15.98,1.42564011,266.9772,0.84,0.0,1291.4267,1649.0,0.35,82.36105,6061.0,1.81,1.3,0.14,4.04,4.25,0.457,685.2,13.012,11.21,12.7669
TOI-1694 c,TOI-1694,1,2,0,0,Radial Velocity,2023,386.25,0.974,13.8,1.23,316.55709337,0.996,0.111,0.4016,222.0,0.662,,5005.0,0.812,0.828,0.04,4.536,7.8,2.18,124.68,11.446,9.425,11.3103
GJ 849 c,GJ 849,1,2,0,0,Radial Velocity,2014,5990.0,4.95,13.8,1.23,314.65012293,0.99,0.092,0.001,50.41,0.658,,3467.0,0.45,0.45,0.09,4.8,3.0,6.513722,8.80058,10.41,5.594,9.2245
Kepler-150 b,Kepler-150,1,5,0,0,Transit,2014,3.428054,0.044,1.25,0.112,2.1,0.0066,0.0,367.262,1131.0,5.91,89.57,5560.0,0.939,0.956,0.12,4.466,1.74,1.39,891.092,15.161,13.367,14.9743
Kepler-62 d,Kepler-62,1,5,0,0,Transit,2013,18.16406,0.12,1.95,0.174,14.0,0.044,0.0,17.21,510.0,,89.7,4925.0,0.64,0.69,-0.37,4.68,7.0,3.8,300.874,13.965,11.659,13.7197
TOI-3912 b,TOI-3912,1,1,0,0,Transit,2023,3.4936264,0.0463,14.28024141,1.274,129.03833324,0.406,0.0,872.2,1512.0,0.243,85.64,5725.0,1.392,1.088,0.187,4.188,7.5,0.569,465.992,12.507,10.922,12.3073
Kepler-292 f,Kepler-292,1,5,0,0,Transit,2014,20.834237,0.141,2.35,0.21,6.12,0.0193,0.0,24.325,563.0,2.59,89.56,5299.0,0.826,0.865,0.04,4.536,5.13,1.59,1056.48,16.303,13.97,15.9419
Kepler-316 c,Kepler-316,1,2,0,0,Transit,2014,6.827766,0.058,1.16,0.103,1.65,0.00521,0.0,37.377,577.0,5.81,89.09,4204.0,0.52,0.587,-0.23,4.743,3.31,4.28989,384.938,15.81,12.542,15.1944
Kepler-491 b,Kepler-491,1,1,0,0,Transit,2016,4.225384512,0.05191,8.92,0.7957891,59.0,0.186,0.0,312.514,1111.0,0.457,89.66,5582.0,1.03,1.04,0.37,4.42,4.47,2.00967,630.785,14.178,12.354,13.9616
TOI-561 b,TOI-561,1,4,0,0,Transit,2020,0.4465697,0.01064,1.397,0.12463221,2.02,0.00635563,0.0,4709.0,2319.0,4.1,87.0,5342.0,0.843,0.806,-0.41,4.47,16.1,1.846872,85.799,10.252,8.394,10.0128
55 Cnc B c,55 Cnc B,2,7,0,0,Radial Velocity,2025,33.747,0.13,2.16,0.193,5.3,0.01667566,0.0,0.4613,230.04,2.89,,3286.0,0.274,0.26,0.16,4.86,10.0,15.367953,12.4773,13.152,7.666,11.6798
XO-6 b,XO-6,1,1,0,0,Transit,2016,3.7650007,0.0815,23.20263,2.07,1398.452,4.4,0.0,580.386,1577.0,0.62,86.0,6720.0,1.93,1.47,-0.07,4.04,1.88,1.0,235.479,10.247,9.246,10.191
K2-261 b,K2-261,1,1,0,0,Transit,2018,11.6334681,0.1086,9.26982704,0.827,68.96876432,0.217,0.274,180.0,1036.0,0.473,88.58,5490.0,1.663,1.107,0.372,4.04,8.8,0.339,213.283,10.612,8.89,10.4594
HD 164922 d,HD 164922,1,4,0,0,Radial Velocity,2020,12.458,0.103,1.83,0.163,4.0,0.01258534,0.12,66.9243,787.68,3.59,,5390.0,0.946,0.926,0.18,4.46,9.58,1.320237,22.0016,7.01227,5.113,6.78614
TIC 290487717 b,TIC 290487717,1,1,0,0,Transit,2026,3.400818229,,6.63777941,0.59218403,35.7,0.112,,,,0.671,84.38549,5328.97,0.943767,0.92,0.0959,4.4622,,0.540888,395.574,13.492,11.533,13.231
TYC 2187-512-1 b,TYC 2187-512-1,1,1,0,0,Radial Velocity,2022,691.9,1.22,12.5,1.12,104.88337431,0.33,0.05,0.0279,114.69,0.295,,3734.0,0.495,0.498,0.08,4.68,,5.628774,15.4744,10.58,6.595,9.77026
Kepler-700 b,Kepler-700,1,1,0,0,Transit,2016,80.8720639,0.3577,5.99,0.53439201,30.0,0.0944,0.0,12.071,452.0,0.767,89.4,5692.0,0.96,0.98,0.04,4.47,4.37,0.37264,1491.76,15.202,13.569,15.1916
TOI-3757 b,TOI-3757,1,1,0,0,Transit,2022,3.438753,0.03845,12.0,1.07057014,85.3,0.26838381,0.14,55.4,759.0,0.27,86.76,3913.0,0.62,0.64,0.0,4.68,7.1,3.7,181.139,14.812,11.152,14.1321
